203	576	7	46.19
10647	3920	4	81.17
6746	128	3	23.48
1521	104	10	31.92
2607	184	3	22.94
101	12706	3	11.51
2972	135	3	18.7
101	2156	7	7.43
8685	209	3	35.03
9094	103	3	11.97
9227	437	3	41.29
190	4539	3	27.63
101	773	14	6.53
102	154	174	222.33
106	2012	3	6.47
102	2632	8	19.07
103	3373	4	8.29
101	2993	9	19.74
101	6475	5	14.66
964	140	3	11.81
1536	106	4	8.68
102	5110	4	9.88
450	137	31	216.43
3066	103	3	4.14
106	4920	6	34.12
101	6159	4	8.57
5868	14	6	24.75
785	6649	4	58.72
3495	806	3	36.98
3181	249	4	40.26
2701	762	5	63.57
359	830	5	42.5
102	5754	5	15.9
103	4947	4	11.36
131	465	4	10.95
105	982	6	9.63
103	5870	3	8.36
548	127	4	11.29
3608	121	4	25.6
103	3394	5	12.56
7960	8483	3	60.73
106	1319	8	25.39
3999	9	3	13.8
9620	126	4	38.13
101	3861	9	25.26
7669	101	3	6.89
250	105	83	299.95
3405	147	5	41.59
248	3376	5	53.42
5055	1369	3	43.42
363	150	4	12.45
1297	108	8	35
101	6204	5	13.31
101	3596	9	23.96
404	176	4	16.01
102	9793	3	10.26
300	1255	4	33.93
6786	1822	7	128.62
442	111	5	7.64
3635	280	16	235.49
110	1052	4	10.58
2365	185	5	43.08
231	108	9	9.15
414	101	44	50.88
4801	104	3	9.95
101	11121	3	9.43
949	101	14	10.55
16	9837	5	58.38
10378	103	3	13.49
111	1327	11	58
143	116	16	7.59
1051	299	8	76.46
2816	104	20	139.65
1971	193	5	41.99
2698	400	3	30.61
646	269	8	65.26
208	907	3	17.93
104	2832	5	15.96
129	105	137	193.81
102	2089	5	5.37
101	1430	23	57.7
102	5271	7	26.85
103	4527	4	10.73
1503	153	6	42.48
124	204	87	528.99
310	1	6	40.35
584	8	4	5
121	471	4	8.43
1525	14563	3	57.81
101	7353	3	6.01
897	163	3	14.61
101	4166	5	8.82
131	198	5	5.53
101	1679	12	18.15
101	6887	3	6.01
101	2393	8	11.74
823	345	3	21.98
106	1593	6	18.11
101	294	118	274.51
8449	102	3	9.11
344	143	8	30.76
102	382	53	106.13
103	1124	8	9.52
198	252	3	8.86
235	728	4	26.04
9427	102	3	10.26
1080	101	11	6.8
1432	127	22	188.93
6005	102	3	6.75
122	9785	3	25.38
2662	104	17	102.71
2113	13192	4	80.05
116	742	4	9.45
113	103	354	230.43
1214	4494	3	41.69
173	186	9	28.63
109	101	584	198.31
110	484	7	15.26
111	191	12	12
886	141	10	62.31
651	295	5	37.24
1405	136	4	20.74
9448	104	3	15.4
101	8571	3	7.99
144	4221	4	32.38
463	117	7	17.89
6275	910	3	42.13
1403	168	3	17.72
1633	103	11	27.53
323	160	10	50.01
8	2403	10	59.84
509	156	3	10.43
267	429	3	15.82
110	2592	3	11.74
800	138	3	10.37
1587	111	6	26.58
838	160	3	13.91
101	16192	3	15.86
114	105	546	1441.6
119	2096	3	13.23
3663	104	3	7.97
943	127	4	15.53
102	9621	4	16.94
202	181	3	5.28
572	105	18	46.42
121	973	3	8.78
1606	8	3	7.71
848	4743	5	72.62
101	1316	10	7.88
104	852	5	4.46
581	111	5	10.18
6489	103	5	21.38
1054	261	12	120.33
101	5242	4	7.05
106	757	11	28.82
972	855	5	53.34
308	130	7	19.87
